timestamp,adjusted_arousal
0,2.6666666666666665
1,2.444444444444444
2,2.222222222222222
3,2.0
4,2.222222222222222
5,2.444444444444444
6,2.6666666666666665
7,2.777777777777778
8,2.888888888888889
9,3.0
10,3.0
11,3.0
12,3.0
13,3.0
14,3.0
15,3.0
16,3.0
17,3.0
18,3.0
19,3.1111111111111107
20,3.222222222222222
21,3.3333333333333335
22,3.3333333333333335
23,3.3333333333333335
24,3.3333333333333335
25,3.222222222222222
26,3.1111111111111107
27,3.0
28,3.0
29,3.0
30,3.0
31,3.222222222222222
32,3.444444444444444
33,3.6666666666666665
34,3.6666666666666665
35,3.6666666666666665
36,3.6666666666666665
37,3.6666666666666665
38,3.6666666666666665
39,3.6666666666666665
40,3.6666666666666665
41,3.6666666666666665
42,3.6666666666666665
43,3.6666666666666665
44,3.6666666666666665
45,3.6666666666666665
46,3.6666666666666665
47,3.6666666666666665
48,3.6666666666666665
49,3.6666666666666665
50,3.6666666666666665
51,3.6666666666666665
52,3.6666666666666665
53,3.6666666666666665
54,3.6666666666666665
55,3.6666666666666665
56,3.6666666666666665
57,3.6666666666666665
58,3.6666666666666665
59,3.6666666666666665
60,3.6666666666666665
61,3.6666666666666665
62,3.6666666666666665
63,3.6666666666666665
64,3.6666666666666665
65,3.6666666666666665
66,3.6666666666666665
67,3.6666666666666665
68,3.6666666666666665
69,3.6666666666666665
70,3.6666666666666665
71,3.6666666666666665
72,3.6666666666666665
73,3.6666666666666665
74,3.6666666666666665
75,3.6666666666666665
76,3.6666666666666665
77,3.6666666666666665
78,3.6666666666666665
79,3.6666666666666665
80,3.6666666666666665
81,3.6666666666666665
82,3.6666666666666665
83,3.6666666666666665
84,3.6666666666666665
85,3.6666666666666665
86,3.6666666666666665
87,3.6666666666666665
88,3.6666666666666665
89,3.6666666666666665
90,3.6666666666666665
91,3.6666666666666665
92,3.6666666666666665
93,3.6666666666666665
94,3.6666666666666665
95,3.6666666666666665
96,3.6666666666666665
97,3.7777777777777772
98,3.8888888888888893
99,4.0
100,3.8888888888888893
101,3.7777777777777772
102,3.6666666666666665
103,3.7777777777777772
104,3.8888888888888893
105,4.0
106,3.8888888888888893
107,3.7777777777777772
108,3.6666666666666665
109,3.7777777777777772
110,3.8888888888888893
111,4.0
112,4.0
113,4.0
114,4.0
115,3.8888888888888893
116,3.7777777777777772
117,3.6666666666666665
118,3.6666666666666665
119,3.6666666666666665
120,3.6666666666666665
121,3.6666666666666665
122,3.6666666666666665
123,3.6666666666666665
124,3.7777777777777772
125,3.8888888888888893
126,4.0
127,3.8888888888888893
128,3.7777777777777772
129,3.6666666666666665
130,3.6666666666666665
131,3.6666666666666665
132,3.6666666666666665
133,3.6666666666666665
134,3.6666666666666665
135,3.6666666666666665
136,3.6666666666666665
137,3.6666666666666665
138,3.6666666666666665
139,3.6666666666666665
140,3.6666666666666665
141,3.6666666666666665
142,3.7777777777777772
143,3.888888888888889
144,4.0
145,4.0
146,4.0
147,4.0
148,4.0
149,4.0
150,4.0
151,3.7777777777777772
152,3.555555555555556
153,3.3333333333333335
154,3.3333333333333335
155,3.3333333333333335
156,3.3333333333333335
157,3.444444444444444
158,3.5555555555555554
159,3.6666666666666665
160,3.5555555555555554
161,3.444444444444444
162,3.3333333333333335
163,3.3333333333333335
164,3.3333333333333335
165,3.3333333333333335
166,3.555555555555555
167,3.777777777777778
168,4.0
169,3.7777777777777772
170,3.5555555555555554
171,3.3333333333333335
172,3.4444444444444446
173,3.5555555555555554
174,3.6666666666666665
175,3.6666666666666665
176,3.666666666666666
177,3.6666666666666665
178,3.7777777777777772
179,3.888888888888889
180,4.0
181,4.0
182,4.0
183,4.0
184,4.0
185,4.0
186,4.0
187,4.0
188,4.0
189,4.0
190,4.0
191,4.0
192,4.0
193,4.0
194,4.0
195,4.0
196,4.0
197,4.0
198,4.0
199,4.0
200,4.0
201,4.0
202,4.0
203,4.0
204,4.0
205,4.0
206,4.0
207,4.0
208,4.0
209,4.0
210,4.0
211,4.0
212,4.0
213,4.0
214,4.0
215,4.0
216,4.0
217,4.0
218,4.0
219,4.0
220,4.0
221,4.0
222,4.0
223,4.0
224,4.0
225,4.0
226,4.0
227,4.0
228,4.0
229,4.0
230,4.0
231,4.0
232,4.0
233,4.0
234,4.0
235,4.0
236,4.0
237,4.0
238,4.0
239,4.0
240,4.0
241,4.0
242,4.0
243,4.0
244,4.0
245,4.0
246,4.0
247,4.0
248,4.0
249,4.0
250,4.0
251,4.0
252,4.0
253,4.0
254,4.0
255,4.0
256,4.0
257,4.0
258,4.0
259,4.0
260,4.0
261,4.0
262,4.0
263,4.0
264,4.0
265,4.0
266,4.0
267,4.0
268,4.0
269,4.0
270,4.0
271,4.0
272,4.0
273,4.0
274,4.0
275,4.0
276,4.0
277,4.0
278,4.0
279,4.0
280,4.0
281,4.0
282,4.0
283,4.222222222222222
284,4.444444444444444
285,4.666666666666667
286,4.555555555555555
287,4.444444444444444
288,4.333333333333333
289,4.333333333333333
290,4.333333333333333
291,4.333333333333333
292,4.333333333333333
293,4.333333333333333
294,4.333333333333333
295,4.222222222222222
296,4.111111111111111
297,4.0
298,4.0
299,4.0
300,4.0
301,4.0
302,4.0
303,4.0
304,4.0
305,4.0
306,4.0
307,4.222222222222221
308,4.4444444444444455
309,4.666666666666667
310,4.555555555555556
311,4.444444444444444
312,4.333333333333333
313,4.333333333333333
314,4.333333333333333
315,4.333333333333333
316,4.333333333333333
317,4.333333333333333
318,4.333333333333333
319,4.222222222222222
320,4.111111111111111
321,4.0
322,4.0
323,4.0
324,4.0
325,4.0
326,4.0
327,4.0
328,4.0
329,4.0
330,4.0
331,4.0
332,4.0
333,4.0
334,4.0
335,4.0
336,4.0
337,4.0
338,4.0
339,4.0
340,4.0
341,4.0
342,4.0
343,4.0
344,4.0
345,4.0
346,4.0
347,4.0
348,4.0
349,4.0
350,4.0
351,4.0
352,4.0
353,4.0
354,4.0
355,4.0
356,4.0
357,4.0
358,4.0
359,4.0
360,4.0
361,4.0
362,4.0
363,4.0
364,4.0
365,4.0
366,4.0
367,4.0
368,4.0
369,4.0
370,4.0
371,4.0
372,4.0
373,4.111111111111111
374,4.222222222222222
375,4.333333333333333
376,4.333333333333333
377,4.333333333333333
378,4.333333333333333
379,4.222222222222222
380,4.111111111111111
381,4.0
382,4.0
383,4.0
384,4.0
385,4.0
386,4.0
387,4.0
388,4.0
389,4.0
390,4.0
391,4.0
392,4.0
393,4.0
394,4.0
395,4.0
396,4.0
397,4.0
398,4.0
399,4.0
400,4.0
401,4.0
402,4.0
403,4.0
404,4.0
405,4.0
406,4.0
407,4.0
408,4.0
409,4.0
410,4.0
411,4.0
412,4.0
413,4.0
414,4.0
415,4.0
416,4.0
417,4.0
418,4.0
419,4.0
420,4.0
421,4.0
422,4.0
423,4.0
424,4.0
425,4.0
426,4.0
427,4.0
428,4.0
429,4.0
430,4.0
431,4.0
432,4.0
433,4.0
434,4.0
435,4.0
436,4.0
437,4.0
438,4.0
439,4.0
440,4.0
441,4.0
442,4.0
443,4.0
444,4.0
445,4.0
446,4.0
447,4.0
448,4.0
449,4.0
450,4.0
451,4.0
452,4.0
453,4.0
454,4.0
455,4.0
456,4.0
457,4.0
458,4.0
459,4.0
460,4.0
461,4.0
462,4.0
463,4.0
464,4.0
465,4.0
466,4.0
467,4.0
468,4.0
469,4.0
470,4.0
471,4.0
472,4.0
473,4.0
474,4.0
475,4.0
476,4.0
477,4.0
478,4.111111111111111
479,4.222222222222222
480,4.333333333333333
481,4.333333333333333
482,4.333333333333333
483,4.333333333333333
484,4.333333333333333
485,4.333333333333333
486,4.333333333333333
487,4.333333333333333
488,4.333333333333333
489,4.333333333333333
490,4.333333333333333
491,4.333333333333333
492,4.333333333333333
493,4.333333333333333
494,4.333333333333333
495,4.333333333333333
496,4.222222222222222
497,4.111111111111111
498,4.0
499,4.0
500,4.0
501,4.0
502,4.0
503,4.0
504,4.0
505,4.0
506,4.0
507,4.0
508,4.0
509,4.0
510,4.0
511,4.0
512,4.0
513,4.0
514,4.0
515,4.0
516,4.0
517,4.111111111111111
518,4.222222222222222
519,4.333333333333333
520,4.222222222222222
521,4.111111111111111
522,4.0
523,4.0
524,4.0
525,4.0
526,4.0
527,4.0
528,4.0
529,4.0
530,4.0
531,4.0
532,4.0
533,4.0
534,4.0
535,4.0
536,4.0
537,4.0
538,4.0
539,4.0
540,4.0
541,4.0
542,4.0
543,4.0
544,4.0
545,4.0
546,4.0
547,4.0
548,4.0
549,4.0
550,4.0
551,4.0
552,4.0
553,4.0
554,4.0
555,4.0
556,4.0
557,4.0
558,4.0
559,4.0
560,4.0
561,4.0
562,4.0
563,4.0
564,4.0
565,4.0
566,4.0
567,4.0
568,4.0
569,4.0
570,4.0
571,4.0
572,4.0
573,4.0
574,4.0
575,4.0
576,4.0
577,4.0
578,4.0
579,4.0
580,4.0
581,4.0
582,4.0
583,4.0
584,4.0
585,4.0
586,4.0
587,4.0
588,4.0
589,4.0
590,4.0
591,4.0
592,4.0
593,4.0
594,4.0
595,4.0
596,4.0
597,4.0
598,4.111111111111111
